ID_NUMBER,FACILITY_NAME,ACTIVITY_LOCATION,FULL_ENFORCEMENT,HREPORT_UNIVERSE_RECORD,STREET_ADDRESS,CITY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,LONGITUDE83,FED_WASTE_GENERATOR,TRANSPORTER,ACTIVE_SITE,OPERATING_TSDF
GAD984295865,KANGAROO #13,GA,------,Other,ROUTE 1,ALTO,GA,30510,,,N  ,N  ,-----,------         
GAD984295287,TEXACO STATION,GA,------,Other,1437 HWY 138,CONYERS,GA,30208,,,N  ,N  ,-----,------         
GAR000021402,SOUTHEASTERN PETROLEUM,GA,------,Other,6300 GRAND BAY ROAD,VALDOSTA,GA,31602,,,N  ,N  ,-----,------         
GAR000019687,ATHENS PAINT & BODY INC,GA,------,VSQG,2425 LEXINGTON RD,ATHENS,GA,30605,33.943641,-83.334511,3  ,N  ,H----,------         
GAD984316687,GNB INCORPORATED (RESOURCE RECYCLING),GA,------,Other,314 MANN RD,WAYNESBORO,GA,30830,33.100417,-82.05,N  ,N  ,-----,------         
GAD984316703,J & H STORES INC PUMP N SHOP #2,GA,------,Other,2855 WASHINGTON RD,AUGUSTA,GA,30907,33.510904,-82.036041,N  ,N  ,-----,------         
GAD984304816,FARMERS WASTE OIL,GA,------,Other,1485 FARMERS RD,CONYERS,GA,30207,33.693112,-84.042777,N  ,N  ,-----,------         
GAD984315440,EXXON CO USA #45198,GA,------,Other,9416 ST RD 5,DOUGLASVILLE,GA,30135,,,N  ,N  ,-----,------         
GAD984315457,EXXON CO USA  46687,GA,------,Other,2195 MONROE DR,ATLANTA,GA,30324,,,N  ,N  ,-----,------         
GAR000022863,FABRA CARE,GA,------,Other,6900 BEAVER RUN ROAD,COLUMBUS,GA,30129,,,N  ,N  ,-----,------         
GAR000022889,FABRA CARE,GA,------,Other,6101 BRADLEY PARK DRIVE,COLUMBUS,GA,31029,,,N  ,N  ,-----,------         
GAR000022897,FABRA CARE,GA,------,Other,6101 BRADLEY PARK DRIVE,COLUMBUS,GA,31029,,,N  ,N  ,-----,------         
GAD981274483,CROWN GA-515,GA,------,Other,418 JACKSON ST,THOMSON,GA,30824,33.45799,-82.498485,N  ,N  ,-----,------         
GAD981266273,ALTERMAN FOODS INC,GA,------,Other,914 HOWELL MILL RD,ATLANTA,GA,30318,33.781798,-84.410852,N  ,N  ,-----,------         
GAD981265325,COUCH CONSTRUCTION LP #829,GA,------,Other,ROCK QUARRY RD,STOCKBRIDGE,GA,30281,,,N  ,N  ,-----,------         
GAD981265747,SOUTHERN ROADBUILDERS,GA,------,Other,2312 WALDEN DR,AUGUSTA,GA,30904,33.456934,-82.029045,N  ,N  ,-----,------         
GAD981242779,OHMEDA,GA,------,Other,MILLS PLACE,ATLANTA,GA,30336,,,N  ,N  ,-----,------         
GAR000022996,WW PHARMACEUTICAL,GA,------,Other,4779 FULTON INDUSTRIAL BLVD,ATLANTA,GA,30336,,,N  ,N  ,-----,------         
GAR000027334,WAL-MART STORE #836,GA,------,Other,2603 CC OSBORNE RD,ST MARYS,GA,31558,,,N  ,N  ,-----,------         
GAR000030031,THE SOMMER COMPANY OFFICE,GA,------,VSQG,1000 SOMMERS BLVD,RICHMOND HILL,GA,31324,31.924637,-81.333523,3  ,N  ,H----,------         
GAD981282403,BEADLES & BALFOUR LLC ,GA,------,VSQG,800 WEST CLAY ST,THOMASVILLE,GA,31792,30.83484,-83.993573,3  ,N  ,H----,------         
GAD981282437,COMMERCE CITY SCHOOLS,GA,------,Other,UNIVERSITY DR,COMMERCE,GA,30529,,,N  ,N  ,-----,------         
GAD981278583,MINIT-LUBE #1164,GA,------,Other,577 CLAY ST,MARIETTA,GA,30060,33.943291,-84.536461,N  ,N  ,-----,------         
GAD981281462,"AAA ALTERNATOR REBUILDERS, INC.",GA,------,Other,1724 KOPPER RD,CONLEY,GA,30027,33.664344,-84.322208,N  ,N  ,-----,------         
GAD981278161,SHADY VENT ALUMINUM PRODUCTS INC,GA,------,Other,4370 SMITH LANE,POWDER SPRINGS,GA,30073,33.84742,-84.668603,N  ,N  ,-----,------         
GAD981278245,PETROLEUM PRODUCTS INC/DANFAIR OIL,GA,------,Other,712 ADDERTON ST,AMERICUS,GA,31709,32.084766,-84.241513,N  ,N  ,-----,------         
GAD981277478,JIFFY LUBE STORE #907,GA,------,Other,5559 PEACHTREE INDUS BLVD,CHAMBLEE,GA,30341,,,N  ,N  ,-----,------         
GAD981277486,JIFFY LUBE STORE #892,GA,------,Other,4620 JONESBORO RD,UNION CITY,GA,30291,,,N  ,N  ,-----,------         
GAD981277494,JIFFY LUBE STORE #835,GA,------,Other,2084 BEAVER RUIN RD,NORCROSS,GA,30071,,,N  ,N  ,-----,------         
GAD981277528,JIFFY LUBE STORE #816,GA,------,Other,3367 LAWRENCEVILLE @ COOLEDGE,TUCKER,GA,30084,,,N  ,N  ,-----,------         
GAD984321737,RENTAL SERVICE CORP,GA,------,Other,1000 CHATHAM PKWY,SAVANNAH,GA,31405,,,N  ,N  ,-----,------         
GAD981268238,LEE D L & SONS,GA,------,Other,SEVENTH & MILLER ST,ALMA,GA,31510,,,N  ,N  ,-----,------         
GAD984313106,WIN CUP,GA,------,Other,1595 MOUNTAIN IND BLVD,STONE MOUNTAIN,GA,30083,,,N  ,N  ,-----,------         
GAD984292698,CHEVRON 53403,GA,------,Other,5545 NEW NORTHSIDE DR,ATLANTA,GA,30339,33.909129,-84.431127,N  ,N  ,-----,------         
GAD981267537,FLEET DRYCLEANERS,GA,------,Other,2603 OSBOURNE ST,ST MARYS,GA,31558,30.749309,-81.570711,N  ,N  ,-----,------         
GAD981281470,FOLSOM BODY SHOP,GA,------,Other,321 EAST GORDON STREET,VALDOSTA,GA,31601,,,N  ,N  ,-----,------         
GAD981273873,FEDEX EXPRESS AGSA,GA,------,VSQG,1070 BERTRAM RD,AUGUSTA,GA,30909,33.515067,-82.032806,3  ,N  ,H----,------         
GA0000109108,PROFESSIONAL CLEANERS,GA,------,Other,248 COMMERCE DR,PEACHTREE CITY,GA,30269,,,N  ,N  ,-----,------         
GAD981218183,SIMPSON & SIMPSON LLC,GA,------,Other,4290 HOLLY SPRINGS RD,GILLSVILLE,GA,30543,34.272891,-83.719216,N  ,N  ,-----,------         
GAD984317180,SING FOOD STORE,GA,------,Other,401 COMMERCE ST,LAGRANGE,GA,30240,33.049364,-85.021127,N  ,N  ,-----,------         
GAD984317206,SING FOOD STORE,GA,------,Other,1400 DOUBLE CHURCHES RD,COLUMBUS,GA,31904,32.556034,-84.971201,N  ,N  ,-----,------         
GAR000038927,CENTRE AT PANOLA/KRG PANOLA I LLC,GA,------,Other,3055 PANOLA RD,LITHONIA,GA,30038-2317,,,N  ,N  ,-----,------         
GAR000035790,ATOFINA CHEMICALS INC,GA,------,Other,621A HURRICANE SHOALS RD NW,LAWRENCEVILLE,GA,30045,,,N  ,N  ,-----,------         
GAR000036574,GBI - COSTAL REGIONAL CRIME LAB,GA,------,VSQG,925 MOHAWK ST,SAVANNAH,GA,31419,31.987991,-81.165478,3  ,N  ,H----,------         
GAD072472707,VAN WATERS & ROGERS - ATLANTA,GA,------,Other,2180 IRWINDALE RD,CHAMBLEE,GA,30366,33.884639,-84.3,N  ,N  ,-----,------         
GAD033531906,HAYES AUTO SERVICE INC,GA,------,Other,1950 DEKALB AVE,ATLANTA,GA,30307,33.760664,-84.323658,N  ,N  ,-----,------         
GAD033540956,LONDON IRON AND METAL CO INC,GA,------,Other,897 ADAMSON ST SW,ATLANTA,GA,30315,33.728894,-84.395151,N  ,N  ,-----,------         
GAD033561234,SPEEDOMETER SERVICE CO,GA,------,Other,8471 ROSWELL ROAD,ATLANTA,GA,30350,33.986186,-84.350879,N  ,N  ,-----,------         
GAD033566704,CENTRAL METALS COMPANY,GA,------,Other,950 MARIETTA ST,ATLANTA,GA,30318,33.778086,-84.408786,N  ,N  ,-----,------         
GAD065356743,AMOCO FERTILIZER PLANT,GA,------,Other,HWY 41 S,TIFTON,GA,31794,,,N  ,N  ,-----,------         
GAD010127850,NATIONAL EXTERMINATING CO INC,GA,------,Other,203 WATSON BLVD,CENTERVILLE,GA,31028,32.618963,-83.603108,N  ,N  ,-----,------         
GAD006794762,WOOLFOLK CHEM WRKS NEELY BND CTN WHSE,GA,------,Other,532-540 MYRICK ST,WAYNESBORO,GA,30830,33.088931,-82.013838,N  ,N  ,-----,------         
GAD006900831,BOWMAN TRANSPORTATION INC,GA,------,Other,1500 CEDAR GROVE ROAD,CONLEY,GA,30027,33.657466,-84.328814,N  ,N  ,-----,------         
GAD981262413,RAYMOND SMITH BODY SHOP,GA,------,VSQG,807 MAULDIN RD NW,CALHOUN,GA,30701,34.526583,-84.948935,3  ,N  ,H----,------         
GAD981241649,SPRINGS IND INC NEWNAN PLANT,GA,------,Other,499 CORINTH RD,NEWNAN,GA,30263,33.34516,-84.793275,N  ,N  ,-----,------         
GAD981238611,CAR DOCTOR,GA,------,Other,309 N BROAD,THOMASVILLE,GA,31792,30.839391,-83.981975,N  ,N  ,-----,------         
GAD981226145,SAVANNAH DRY CLEANERS,GA,------,VSQG,4110 WATERS AVE,SAVANNAH,GA,31404,32.03761,-81.089609,3  ,N  ,H----,------         
GAD981226251,NIKON INC,GA,------,Other,5355 OAKBROOK PKWY,NORCROSS,GA,30093,33.919147,-84.187625,N  ,N  ,-----,------         
GAD981219561,KLLM NATIONWIDE CARRIERS,GA,------,Other,1025 CITIZENS PKWY,MORROW,GA,30260,33.558647,-84.347727,N  ,N  ,-----,------         
GAD981219587,QUALITY DRY CLEANERS,GA,------,Other,101 N WEBSTER ST,QUITMAN,GA,31643,30.792343,-83.565943,N  ,N  ,-----,------         
GAD981225436,BST CRTNGABR R3906,GA,------,Other,320 COLUMBIA DR,CARROLLTON,GA,30117,33.617458,-85.096161,N  ,N  ,-----,------         
GAD981219124,ONE HOUR MARTINIZING,GA,------,Other,2720 RIVERSIDE DR,MACON,GA,31201,32.876359,-83.66507,N  ,N  ,-----,------         
GAD981225584,SOUTHERN BULK INDUSTRIES,GA,------,Other,FOUNDATION DR,GARDEN CITY,GA,31408,,,N  ,N  ,-----,------         
GAD981224371,GOODYEAR AUTO SERVICE CENTER,GA,------,Other,104 3RD ST,TIFTON,GA,31793,,,N  ,N  ,-----,------         
GAD981224389,GOODYEAR AUTO SERVICE CENTER,GA,------,Other,506 E 1ST ST,VIDALIA,GA,30474,32.214447,-82.406393,N  ,N  ,-----,------         
GAD981218506,DISPLAY SOLUTIONS INC,GA,------,Other,6301 BEST FRIEND RD,NORCROSS,GA,30071,33.919749,-84.221736,N  ,N  ,-----,------         
GAD981217771,CACHET CLEANERS 209,GA,------,Other,5531 CHAMBLEE DUNWOODY RD,DUNWOODY,GA,30338,33.949107,-84.336302,N  ,N  ,-----,------         
GAD981217847,POWERS FERRY CLEANERS,GA,------,Other,6300 POWERS FERRY RD,ATLANTA,GA,30339,33.906885,-84.429436,N  ,N  ,-----,------         
GAD981217854,STONE MOUNTAIN CAR CARE #2,GA,------,Other,5217 US HWY 78,STONE MOUNTAIN,GA,30087,33.823777,-84.109313,N  ,N  ,-----,------         
GAD981218464,NORCOM INC,GA,------,Other,6866 JIMMY CARTER BLVD,NORCROSS,GA,30071,33.940843,-84.23765,N  ,N  ,-----,------         
GAD981218068,HOLMES TIRE & BATTERY CONNECTION,GA,------,Other,1366 MERIWETHER ST,GRIFFIN,GA,30223,33.227484,-84.295023,N  ,N  ,-----,------         
GAD981217417,OLD SALEM CLEANERS,GA,------,Other,4905 LOWER ROSWELL,MARIETTA,GA,30067,33.951807,-84.506805,N  ,N  ,-----,------         
GAD981217433,SAMS SALVAGE INC,GA,------,Other,737 BRYON RD,ALBANY,GA,31701,31.577129,-84.167246,N  ,N  ,-----,------         
GAR000008326,PACIFIC MERCHANDISE SUPPLY INC,GA,------,Other,2150 BOGGS RD,DULUTH,GA,30136,,,N  ,N  ,-----,------         
GAR000007963,CITY OF ALBANY RIVERSIDE CEMET,GA,------,Other,200 COTTON AVE,ALBANY,GA,31701,,,N  ,N  ,-----,------         
GAR000007419,GEORGIA COLLEGE & STATE UNIV,GA,------,VSQG,241 W HANCOCK ST,MILLEDGEVILLE,GA,31061-0490,33.079003,-83.238473,3  ,N  ,H----,------         
GAR000007468,FULTON CO SOUTHCENTRAL LAB,GA,------,Other,3201 ATLANTA INDUSTRIAL PKWY,ATLANTA,GA,30331-1047,,,N  ,N  ,-----,------         
GAR000002519,KANGAROO #70,GA,------,Other,2412 OLD CORNELIA HWY,GAINESVILLE,GA,30507,34.32416,-83.754917,N  ,N  ,-----,------         
GAD045832805,SOUTHERN PLATING CO INC,GA,------,Other,160 ARNOLD CIR,MOULTRIE,GA,31768,,,N  ,N  ,-----,------         
GAR000052316,ATLANTA METAL INC,GA,------,Other,75 AIRLINE STREET   SE,ATLANTA,GA,30312,,,N  ,N  ,-----,------         
GAD075885343,SHAW INDUSTRIES INC PLANT 63,GA,------,Other,1401 UNDERWOOD ST,DALTON,GA,30722-2128,,,N  ,N  ,-----,------         
GAD075919076,DOUBLE H CONST INC,GA,------,Other,8927 THOMAS RD,JONESBORO,GA,30237,33.511344,-84.408428,N  ,N  ,-----,------         
GAD075939082,ESSELTE PENDAFLEX - DYMO DIVISION,GA,------,Other,1590 NORTHSIDE DR NW,ATLANTA,GA,30318,33.798691,-84.407379,N  ,N  ,-----,------         
GAD073428302,NEWTON GENERAL HOSPITAL,GA,------,Other,5126 HOSPITAL DR,COVINGTON,GA,30209,33.602505,-83.847872,N  ,N  ,-----,------         
GAD073435299,PAGES ANIMAL CLINIC PC,GA,------,Other,2357 OGEECHEE RD,SAVANNAH,GA,31401,32.057638,-81.118557,N  ,N  ,-----,------         
GAD073441123,COURTESY DODGE,GA,------,Other,3097 PIEDMONT RD NE,ATLANTA,GA,30305,33.840362,-84.369592,N  ,N  ,-----,------         
GAD073446965,RICO COATINGS INC,GA,------,Other,SITE 6 INDUSTRIAL PARK CIR,TOCCOA,GA,30577,34.554722,-83.316389,N  ,N  ,-----,------         
GAD073464273,EASTERN ELECTRIC APP REP CO,GA,------,Other,1600-C ELLSWORTH IND BLVD,ATLANTA,GA,30318,33.8,-84.4275,N  ,N  ,-----,------         
GAD980730543,A S J TRUCKING CO,GA,------,Other,700 GREEN RD,CHATSWORTH,GA,30705,34.769097,-84.777219,N  ,N  ,-----,------         
GAD980798573,ALL POINTS TRUCKING INC,GA,------,Other,RT 2 CUMSCO RD,GRAY,GA,31032,,,N  ,N  ,-----,------         
GAD980798805,QUALITY DRUM SERVICE,GA,------,Other,315 8TH STREET NE,MOULTRIE,GA,31768,31.182759,-83.779551,N  ,N  ,-----,------         
GAD980798847,SOUTHERN OIL CONSERVATION INC,GA,------,Other,1600 WATSON BLVD,WARNER ROBINS,GA,31093,32.618208,-83.644696,N  ,N  ,-----,------         
GAD980798854,VIKING FORMED PRODUCTS,GA,------,Other,534 HWY 78,LOGANVILLE,GA,30249,33.84,-83.901667,N  ,N  ,-----,------         
GAD000649152,EMORY UNIVERSITY,GA,------,Other,46 ARMSTRONG STREET,ATLANTA,GA,30303,33.752642,-84.381809,N  ,N  ,-----,------         
GAD000735498,AMOCO FERTILIZER PLANT,GA,------,Other,HWY 93,SALE CITY,GA,31784,,,N  ,N  ,-----,------         
GAD984293332,SUWANNEE SWIFTY,GA,------,Other,HIGHWAY 19,BUTLER,GA,31006,,,N  ,N  ,-----,------         
GAD089699680,HYDRO ALUMINUM NORTH AMERICA,GA,------,Other,RT 2 INDUSTRIAL PARK,MOULTRIE,GA,31768,31.183333,-83.733333,N  ,N  ,-----,------         
GAR000003822,SPRINGS GLOBAL US INC HARTWELL WEAVE PLT,GA,------,Other,266 INDUSTRIAL PARK RD,HARTWELL,GA,30643,,,N  ,N  ,-----,------         
GAR000025718,GREAT SOUTHERN STATESBORO INC,GA,------,Other,119 CONTINENTAL RD,STATESBORO,GA,30458,,,N  ,N  ,-----,------         
GAR000016311,FINISHMASTER,GA,------,Other,302 E GORDON STREET,VALDOSTA,GA,31601,,,N  ,N  ,-----,------         
GAR000001107,THE MCPHERSON CO INC DBA MCCLEAN FUELS,GA,------,Other,1061 W MARIETTA ST NW,ATLANTA,GA,30318-5505,33.784581,-84.419177,N  ,N  ,H----,------         
GAD984321406,C & B/FOSTER INC,GA,------,Other,200 NORTON RD,AUGUSTA,GA,30906,33.428696,-81.994804,N  ,N  ,-----,------         
GAR000038463,HOME DEPOT HD WC0201,GA,------,Other,171 ARMOUR DR,ATLANTA,GA,30324,,,N  ,N  ,-----,------         
GAR000019422,REYNOLDS GAARNG ARMORY,GA,------,Other,STATE HWY 96,REYNOLDS,GA,31076,,,N  ,N  ,-----,------         
GAD984293365,SUWANEE SWIFTY,GA,------,Other,HIGHWAY 80 & TYLER,TALBOTTON,GA,31827,,,N  ,N  ,-----,------         
GAR000018069,SERVICE CENTER ATL PUBLIC SCHOOLS,GA,------,SQG,1631 LAFRANCE ST,ATLANTA,GA,30359,33.760562,-84.337856,2  ,N  ,H----,------         
GAD981264450,ELLIS BODY SHOP INC,GA,------,VSQG,56 THORNTON ROAD SOUTH,CHATSWORTH,GA,30705,34.779321,-84.846143,3  ,N  ,H----,------         
GAR000042077,TIMBER MOUNTAIN INC,GA,------,Other,5130 PINEY GROVE RD,CUMMING,GA,30040,,,N  ,N  ,-----,------         
GAD984317834,CACHET CLASSIC CLEANERS,GA,------,Other,5100 ANNISTOWN RD,STONE MOUNTAIN,GA,30083,33.805981,-84.090005,N  ,N  ,-----,------         
GAD981270010,MCCLAIN INTERNATIONAL INC,GA,------,Other,4785 ROOSEVELT HWY,COLLEGE PARK,GA,30349,33.600588,-84.544773,N  ,N  ,-----,------         
GAR000055848,AERIS SERVICES INCORPORATED,GA,------,Other,6535 BANKHEAD HWY,DOUGLASVILLE,GA,30134,33.738579,-84.789248,N  ,N  ,H----,------         
GAR000047183,SILON LLC,GA,------,VSQG,101 SIERRA DR,PEACHTREE CITY,GA,30269,33.353697,-84.560039,3  ,N  ,H----,------         
GAR000062430,NOROO AUTOMOTIVE COATINGS AMERICA INC,GA,------,SQG,560 OLD PEACHTREE RD  NW,SUWANEE,GA,30024,34.011698,-84.091307,2  ,N  ,H----,------         
GAD981233281,CENTRAL GA CHRYSLER PLYMOUTH DODGE,GA,------,Other,HOLIDAY CIRCLE,FORSYTH,GA,31029,,,N  ,N  ,-----,------         
GAD981233414,KENNEDY CABLE CONSTRUCTION,GA,------,Other,3687 PEACH ORCHARD RD,AUGUSTA,GA,30906,33.364683,-82.038556,N  ,N  ,-----,------         
GAR000056168,CERADYNE THERMO MATERIALS,GA,------,Other,780 PARK NORTH BLVD STE 110,CLARKSTON,GA,30021,,,N  ,N  ,-----,------         
GAR000018218,ALL CITY AUTO PAINT & BODYWORKS,GA,------,VSQG,6020 BUFORD HWY,NORCROSS,GA,30071,33.958392,-84.187702,3  ,N  ,H----,------         
GAR000017871,PRO FASHION CLEANERS,GA,------,VSQG,3988 ATLANTA RD,SMYRNA,GA,30080,33.883819,-84.514363,3  ,N  ,H----,------         
GAD984319251,DISCOUNT DRYCLEANERS,GA,------,Other,1960 NORTH COLUMBIA,MILLEDGEVILLE,GA,31061,33.10418,-83.251065,N  ,N  ,-----,------         
GAD984309757,STAMEY COMPANY,GA,------,Other,KYTLE,CLEVELAND,GA,30528,,,N  ,N  ,-----,------         
GAD984317966,ATLANTA AD GRAPHICS INC,GA,------,Other,300 LUCKIE ST,ATLANTA,GA,30313,33.762335,-84.395225,N  ,N  ,-----,------         
GAD984317982,RICHLEE CO,GA,------,Other,204 WALKER ST,ATLANTA,GA,30318,33.750273,-84.400556,N  ,N  ,-----,------         
GAD984318014,"PROMOTIVE, INC",GA,------,Other,4906 JONESBORO RD,FOREST PARK,GA,30050,33.620636,-84.352316,N  ,N  ,-----,------         
GAD984318048,LEVI STRAUSS & CO,GA,------,Other,INDUSTRIAL BLVD,BLUE RIDGE,GA,30513,,,N  ,N  ,-----,------         
GAD984307637,CONEX OF GEORGIA,GA,------,Other,1120 PLANING MILL RD,GREENSBORO,GA,30642,33.590695,-83.159017,N  ,N  ,-----,------         
GAD984306894,SW&B CONST CORP C/O UNION CAMP,GA,------,Other,GATE #4 WEST LATHROP AVE,SAVANNAH,GA,31408,,,N  ,N  ,-----,------         
GAD984306902,BRYAN ENVIRONMENTAL SERVICES,GA,------,Other,HWY 280 AND CO HWY 204 LANIER,PEMBROKE,GA,31321,,,N  ,N  ,-----,------         
GAD984297978,ALLWASTE SERVICES OF SAVANNAH INC,GA,------,Other,77 ROSS ROAD,SAVANNAH,GA,31405,32.05496,-81.122297,N  ,N  ,-----,------         
GAD984298000,SMITHS CHEVRON,GA,------,Other,3600 WALTON WAY EXT,AUGUSTA,GA,30909,33.487671,-82.073146,N  ,N  ,-----,------         
GAD984292433,LUCENT TECHNOLOGIES INC,GA,------,Other,2944 PACIFIC DRIVE,NORCROSS,GA,30071,33.939314,-84.231912,N  ,N  ,-----,------         
GAD984292516,LAGRANGE PLASTICS,GA,------,Other,1501 ORCHARD HILL RD,LAGRANGE,GA,30240,33.006252,-85.057104,N  ,N  ,-----,------         
GAR000004804,THE HOME DEPOT #5161,GA,------,Other,3660 OAKCLIFF RD,DORAVILLE,GA,30340,,,N  ,N  ,-----,------         
GAR000004853,HARTWELL HS AUTH SKELTON HOMES,GA,------,Other,E FRANKLIN ST,HARTWELL,GA,30643,,,N  ,N  ,-----,------         
GAR000004879,EVRIDGE TRAILERS INC,GA,------,Other,103 VALLEY RD/HWY 49,BYRON,GA,31008,32.671863,-83.721315,N  ,N  ,-----,------         
GAR000009894,WHEELS UNLIMITED OF SOUTHEAST,GA,------,Other,2494 MEMORIAL DR,WAYCROSS,GA,31501,,,N  ,N  ,-----,------         
GAR000009902,M D HODGES ENTERPRISES INC,GA,------,Other,3033 ADRIATIC COURT,NORCROSS,GA,30071,33.939403,-84.239747,N  ,N  ,-----,------         
GAR000004895,SMITH SERVICE CENTER INC,GA,------,Other,235 E TAYLOR ST,GRIFFIN,GA,30223,33.247028,-84.261363,N  ,N  ,-----,------         
GAR000004986,HESS STATION 10227,GA,------,Other,2700 PEACH ORCHARD RD,AUGUSTA,GA,30906,33.421742,-82.02058,N  ,N  ,-----,------         
GAR000004531,PEP BOYS #316,GA,------,VSQG,6521 ROSWELL RD,ATLANTA,GA,30328-0000,33.936968,-84.378371,3  ,N  ,H----,------         
GAD991290180,CHEVRON USA INC,GA,------,Other,1992 VINEVILLE AVE,MACON,GA,31208,32.841918,-83.649466,N  ,N  ,-----,------         
GAD991290198,CHEVRON USA INC,GA,------,Other,W RAILROAD AVE,BUFORD,GA,30518,,,N  ,N  ,-----,------         
GAD991290206,CHEVRON USA INC,GA,------,Other,1928 N BROAD ST,ROME,GA,30161,34.270606,-85.152533,N  ,N  ,-----,------         
GAD991290214,CHEVRON USA INC 1052,GA,------,Other,501 NE 9TH AVE,EASTMAN,GA,31023,32.204447,-83.177665,N  ,N  ,-----,------         
GAD984279562,GA POWER - SAVANNAH OPERATIONS CENTER,GA,------,Other,3102 KILOWATT DR,SAVANNAH,GA,31405,32.057311,-81.120739,N  ,N  ,-----,------         
GAR000000794,ATHENA PROPERTIES,GA,------,Other,295 HULL ST,ATLANTA,GA,30313,33.762449,-84.394646,N  ,N  ,-----,------         
GAR000000802,ATHENA PROPERTIES,GA,------,Other,195 HAYDEN ST,ATLANTA,GA,30313,,,N  ,N  ,-----,------         
GAR000000836,S&S MOULDED PRODUCTS INC,GA,------,Other,612 INDUSTRIAL RD,LENOX,GA,31637,,,N  ,N  ,-----,------         
GAR000000455,CHEVRON USA PRODUCTS CO #40748,GA,------,Other,2724 CANDLER RD,DECATUR,GA,30032,33.710246,-84.271851,N  ,N  ,-----,------         
GAD984319905,ATLANTA METAL COATING INC,GA,------,SQG,3929 OAKCLIFF INDUSTRIAL COURT,DORAVILLE,GA,30340,33.904354,-84.249603,2  ,N  ,H----,------         
GAD984319921,RON EDWARDS & ASSOCIATES,GA,------,VSQG,5351-B PENN CIRCLE,DECATUR,GA,30035,33.71202,-84.17205,3  ,N  ,H----,------         
GAD984319954,MID GA STEERING,GA,------,Other,6090 PINE GROVE RD,RIVERDALE,GA,30274,33.587184,-84.404192,N  ,N  ,-----,------         
GAR000000372,JACKSON COUNTY SHOP,GA,------,VSQG,170 FOWLER DR,JEFFERSON,GA,30549,34.147017,-83.556385,3  ,N  ,H----,------         
GAR000000604,BASF CORP,GA,------,Other,1501 FELDER ST,AMERICUS,GA,31709,32.059699,-84.209607,N  ,N  ,-----,------         
GAR000000612,CHAPMAN JOHN TRANSMISSION,GA,------,Other,4685 BROOKHAVEN RD,MACON,GA,31206,32.819773,-83.720044,N  ,N  ,-----,------         
GAR000000661,LITHIA SPRINGS HIGH SCHOOL,GA,------,VSQG,2520 EAST COUNTY LINE RD,LITHIA SPRINGS,GA,30057,33.754372,-84.663893,3  ,N  ,H----,------         
GAD984319319,VECTOR ENTERPRISES INC,GA,------,Other,575 OLD NORCROSS RD,LAWRENCEVILLE,GA,30245,33.958855,-84.007125,N  ,N  ,-----,------         
GAD984319343,RECON CORP,GA,------,Other,133 N COLLEGE ST,CEDARTOWN,GA,31025,34.015262,-85.256661,N  ,N  ,-----,------         
GAR000000133,FIRESTONE,GA,------,Other,2705 CYPRESS MILLS RD,BRUNSWICK,GA,31502,,,N  ,N  ,-----,------         
GAD981269988,ATLANTA GROTNES MACHINE CO,GA,------,Other,305 SELIG DR SW,ATLANTA,GA,30336,33.752275,-84.5456,N  ,N  ,-----,------         
GAD981269996,EUROPEAN DRY CLEANING BOUTIQUE,GA,------,VSQG,2297 CHESHIRE BRIDGE RD,ATLANTA,GA,30324,33.812976,-84.354175,3  ,N  ,H----,------         
GAD981269301,DIAMOND AUTO PAINTING OF ATLANTA,GA,------,Other,1497 BANKHEAD HWY SW,MABLETON,GA,30059,33.815129,-84.598144,N  ,N  ,-----,------         
GAR000012344,ENVIRONMENTAL COMPLIANCE CORP,GA,------,Other,702 LANEY WALKER BLVD EXT,AUGUSTA,GA,30901,,,N  ,N  ,-----,------         
GAR000007179,EXPRESS FOODS #14,GA,------,Other,201-A E MONTGOMERY CROSS RDS,SAVANNAH,GA,31406,,,N  ,N  ,-----,------         
GAD984320861,B F I,GA,------,Other,4192 FRONTAGE RD,AUGUSTA,GA,30909,,,N  ,N  ,-----,------         
GAR000006932,RIVERDALE PAVING CO INC,GA,------,Other,237 PEGGY LN HWY 74,TYRONE,GA,30290,,,N  ,N  ,-----,------         
GAR000006494,PAINTING BY CHARLES,GA,------,Other,794 HWY 279,FAIRBURN,GA,30213,,,N  ,N  ,-----,------         
GAR000001701,BST SNLVGALC F5659,GA,------,Other,3176 LENORA CHURCH RD,SNELLVILLE,GA,30278,33.831915,-84.008774,N  ,N  ,-----,------         
GAR000001719,BST DLTHGASC F5668,GA,------,Other,3101 BERKLEY LAKE CIR,DULUTH,GA,30136,33.978382,-84.166299,N  ,N  ,-----,------         
GAR000006676,TAHOE VILLAGE,GA,------,Other,4616 E PONCE DE LEON,CLARKSTON,GA,30021,33.818888,-84.225945,N  ,N  ,-----,------         
GAR000001586,BST JNBOGAMA F1489,GA,------,Other,107 SMITH ST,JONESBORO,GA,30236,33.522831,-84.354486,N  ,N  ,-----,------         
GAR000001057,GOLDEN HOMES,GA,------,Other,DIXIE AVE AND 41ST ST,TIFTON,GA,31794,,,N  ,N  ,-----,------         
GAR000001248,COLONIAL PIPELINE CO/MORGAN FALLS SPILL,GA,------,Other,MORGAN FALLS LANDFILL,DUNWOODY,GA,30350,,,N  ,N  ,-----,------         
