ID_NUMBER,ACTIVITY_LOCATION,EVALUATION_IDENTIFIER,EVALUATION_TYPE,EVALUATION_DESC,EVALUATION_AGENCY,EVALUATION_START_DATE,FOUND_VIOLATION
GAR000069336,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GAR000071019,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,05/18/2016,N  
GAD051034387,GA,001,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,04/20/2016,Y  
GAD051034387,GA,003,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,04/20/2016,N  
GAD984303206,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GA0000263327,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GAR000013557,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,04/08/2016,Y  
GAD070330576,GA,001,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,03/22/2016,Y  
GAD070330576,GA,002,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,03/22/2016,N  
GAD981471634,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/21/2016,N  
GAD981260185,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/11/2015,Y  
GAR000017970,GA,003,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,02/19/2016,N  
GAD981243264,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/25/2016,Y  
GAR000074864,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/25/2016,N  
GAD078106846,GA,002,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/01/2016,N  
GAR000075085,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/28/2016,N  
GAD984288977,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/29/2016,N  
GAD981235294,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/16/2016,Y  
GA0000035675,GA,003,FUI,FOLLOW-UP INSPECTION,S  ,03/25/2016,N  
GA0000035675,GA,004,FUI,FOLLOW-UP INSPECTION,S  ,03/25/2016,N  
GAD980726491,GA,001,FUI,FOLLOW-UP INSPECTION,S  ,04/14/2016,N  
GAD042125146,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/02/2016,Y  
GAD010103232,GA,002,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,03/23/2016,N  
GAR000025510,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/07/2016,Y  
GA0570024109,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/26/2016,N  
GAD000814541,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/24/2016,N  
GAD000814541,GA,003,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,08/24/2016,N  
GAD000616367,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/30/2016,N  
GAD000616367,GA,003,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/30/2016,N  
GAR000029520,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/10/2016,Y  
GAD051034387,GA,001,FRR,FINANCIAL RECORD REVIEW,E  ,05/01/2016,N  
GAR000079095,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/15/2016,Y  
GAD981241300,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/15/2016,Y  
GAR000032540,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/15/2016,N  
GAR000077859,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/08/2016,N  
GA0001122159,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/13/2016,Y  
GAD067560870,GA,001,FRR,FINANCIAL RECORD REVIEW,E  ,05/01/2016,N  
GAR000078139,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/16/2016,N  
GAR000044107,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/16/2016,Y  
GAD010103232,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/23/2016,N  
GAD980839187,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GAD086972718,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/03/2016,Y  
GA0000081281,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/03/2016,N  
GA0210020368,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/14/2016,N  
GAD980729974,GA,004,SNY,SIGNIFICANT NON-COMPLIER,S  ,04/06/2016,Y  
GAR000060343,GA,001,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,05/03/2016,N  
GAD004065520,GA,001,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,04/04/2016,N  
GAD003308145,GA,001,FRR,FINANCIAL RECORD REVIEW,S  ,06/30/2016,N  
GAR000061606,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/13/2016,Y  
GAD980839187,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/13/2016,Y  
GAD095815015,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/18/2016,Y  
GAR000076141,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/19/2016,Y  
GAD003299526,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/05/2016,Y  
GAR000061671,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/26/2016,Y  
GAR000009571,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/27/2016,N  
GAR000032540,GA,002,FUI,FOLLOW-UP INSPECTION,S  ,07/27/2016,N  
GAD981241300,GA,002,FUI,FOLLOW-UP INSPECTION,S  ,07/27/2016,Y  
GAD003285665,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/07/2016,N  
GA4170090001,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/22/2016,N  
GAR000061770,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GAR000069468,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GAR000076299,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GAD000827402,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,Y  
GAR000060384,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,Y  
GAR000050328,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GAD003308145,GA,001,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,02/16/2016,N  
GAD045469160,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,E  ,07/19/2016,N  
GAD047586102,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,E  ,07/21/2016,N  
GAR000075945,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,E  ,07/20/2016,Y  
GAR000004325,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,E  ,07/19/2016,Y  
GAR000022764,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,E  ,07/19/2016,N  
GAD003275468,GA,003,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,09/28/2016,Y  
GAD003275468,GA,004,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,09/28/2016,Y  
GAR000003350,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/04/2016,Y  
GAD984304014,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/04/2016,N  
GAR000078873,GA,001,SNN,NO LONGER A SIGNIFICANT NON-COMPLIER,S  ,12/15/2016,N  
GAR000078485,GA,001,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,12/14/2016,N  
GAR000058644,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/15/2016,N  
GAD981235294,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/03/2016,Y  
GAR000070441,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/19/2016,Y  
GAR000018127,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/26/2016,Y  
GA0000035675,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,01/26/2016,N  
GA0000035675,GA,002,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,01/26/2016,N  
GAR000074864,GA,003,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/25/2016,N  
GAR000075127,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GAR000033951,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GAR000011536,GA,002,SNY,SIGNIFICANT NON-COMPLIER,S  ,07/21/2015,Y  
GAD984289462,GA,002,SNY,SIGNIFICANT NON-COMPLIER,S  ,06/29/2015,Y  
GAR000048348,GA,004,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,03/23/2016,N  
GAR000022368,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/23/2016,Y  
GAR000034033,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,E  ,05/26/2016,Y  
GAR000075101,GA,001,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,07/28/2016,N  
GA0001040104,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/28/2016,Y  
GAD067560870,GA,001,FRR,FINANCIAL RECORD REVIEW,S  ,11/06/2014,N  
GAD981249949,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/11/2016,N  
GAD981268485,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/12/2016,N  
GAD073425951,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/14/2016,N  
GAD006924872,GA,001,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,09/23/2016,N  
GAD063152573,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/21/2016,Y  
GAD063152573,GA,003,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,09/21/2016,N  
GAD063152573,GA,004,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,09/21/2016,Y  
GAR000062745,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/27/2016,Y  
GAD003265030,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/03/2016,N  
GAD003265030,GA,002,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,05/03/2016,N  
GAD051034387,GA,004,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/20/2016,N  
GA9210020872,GA,001,SNN,NO LONGER A SIGNIFICANT NON-COMPLIER,E  ,03/23/2016,N  
GAD981245236,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/22/2016,Y  
GAD051011609,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/14/2016,N  
GAD051011609,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/14/2016,Y  
GAD980842777,GA,004,SNY,SIGNIFICANT NON-COMPLIER,S  ,12/10/2015,N  
GAD003323805,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/07/2016,Y  
GAD003323805,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/07/2016,N  
GAD003323805,GA,003,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,09/07/2016,N  
GAR000015388,GA,001,FUI,FOLLOW-UP INSPECTION,S  ,09/28/2016,Y  
GAR000001198,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/15/2016,Y  
GAD003323805,GA,004,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,09/07/2016,N  
GAR000054718,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/15/2016,N  
GAD981269343,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/14/2016,Y  
GAR000061978,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GAR000078311,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GAD984288977,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GAD981243058,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GAD984310664,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GAR000035121,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GAR000049908,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/01/2016,Y  
GAR000074484,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/01/2016,N  
GAR000061028,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD056217276,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD981243868,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GAR000060657,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GAR000002998,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GA9210020872,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/10/2016,N  
GA7170023694,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/17/2016,N  
GAD000821934,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/28/2016,N  
GAR000033423,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/28/2016,N  
GAR000019588,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/30/2016,N  
GAD003308145,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/29/2016,N  
GAD991274960,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/15/2016,N  
GAR000037226,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/08/2016,N  
GAD003321619,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/22/2016,Y  
GAR000046292,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/28/2016,Y  
GAR000041053,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/13/2016,Y  
GAD981265424,GA,001,FRR,FINANCIAL RECORD REVIEW,E  ,03/03/2016,N  
GAR000078311,GA,002,SNY,SIGNIFICANT NON-COMPLIER,S  ,11/20/2015,Y  
GAD061909081,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/13/2008,Y  
GAR000082016,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/06/2017,N  
GAR000004325,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/02/2010,Y  
GAR000035550,GA,001,FUI,FOLLOW-UP INSPECTION,S  ,08/25/2009,N  
GAD010103232,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,05/20/2009,N  
GAD033842543,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/28/1992,N  
GAD033842543,GA,001,FRR,FINANCIAL RECORD REVIEW,S  ,09/15/1992,N  
GAD981218605,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/22/2009,Y  
GAD981218605,GA,002,SNY,SIGNIFICANT NON-COMPLIER,S  ,01/22/2009,N  
GAR000010132,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/26/2010,Y  
GAD004065520,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/05/2010,Y  
GAR000030445,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/14/2009,N  
GAD984295717,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/19/2009,N  
GAR000009092,GA,001,FUI,FOLLOW-UP INSPECTION,S  ,05/19/2009,N  
GAD981271620,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/14/2009,U  
GAR000041608,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/19/2009,N  
GAR000041608,GA,002,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,05/19/2009,Y  
GAR000030791,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/22/2009,N  
GAR000020008,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/22/2009,N  
GAD981269095,GA,003,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/08/2010,N  
GAD981269095,GA,004,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/08/2010,Y  
GAD981269095,GA,005,FUI,FOLLOW-UP INSPECTION,S  ,04/13/2010,Y  
GAD984302463,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/03/2009,N  
GAR000050237,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/15/2009,Y  
GAD061022216,GA,001,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,03/07/2009,Y  
GAD061022216,GA,002,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,03/07/2009,N  
GAD080107824,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/16/2009,N  
GAD107525503,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/15/2009,N  
GAD981269459,GA,002,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,06/17/2009,Y  
GAD003310810,GA,001,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,04/29/2009,N  
GAR000012724,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/19/2009,Y  
GAD000142893,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/17/2009,N  
GAR000021683,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/20/2009,Y  
GA0000081281,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/20/2009,Y  
GAD003323805,GA,001,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,03/06/2009,N  
GAD051021285,GA,003,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,05/30/2008,Y  
GAD984291377,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/15/2010,Y  
GAD981276082,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/07/2009,Y  
GAD981222433,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,05/08/2009,N  
GAR000044859,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/29/2009,N  
GAD980843155,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/16/2009,N  
GAR000053249,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/06/2009,Y  
GAD981224462,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/17/2009,N  
GAR000047266,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/23/2009,N  
GAR000049098,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/22/2009,N  
GAR000048900,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/23/2009,N  
GAR000037028,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/20/2009,Y  
GAR000048967,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/05/2008,N  
GAR000051391,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/07/2009,N  
GAD041007063,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/25/2010,Y  
GAD041007063,GA,002,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,03/25/2010,N  
GAD073460941,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/13/2009,Y  
GAD073460941,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/13/2009,N  
GAD051011344,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/08/2008,Y  
GAR000010314,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,09/19/2008,N  
GAD065356057,GA,001,FUI,FOLLOW-UP INSPECTION,S  ,09/24/2008,U  
GAD000828269,GA,001,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,08/28/2008,N  
GAD981224553,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/09/2008,N  
GAR000051961,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/08/2008,N  
GAR000025072,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/02/2008,Y  
GAR000053660,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/14/2008,N  
GAD981268170,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/15/2010,N  
GAR000047712,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/15/2010,N  
GAR000047878,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/21/2008,N  
GAD981261266,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/19/2008,N  
GAD046901096,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/18/2008,N  
GAR000049759,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,06/04/2009,N  
GAR000051995,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/07/2010,N  
GAR000049759,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,04/08/2010,N  
GAD981269095,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,04/08/2010,N  
GAD981269095,GA,002,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,04/08/2010,N  
GAR000051805,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/14/2009,N  
GAD991275900,GA,002,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,03/03/2009,Y  
GAD981271265,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/07/2009,N  
GAR000041525,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/07/2009,N  
GAD980804207,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/07/2009,N  
GAR000067082,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/12/2012,N  
GAD984316935,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/13/2012,N  
GAR000052001,GA,001,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,09/15/2009,N  
GAR000037630,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/11/2009,N  
GAR000030361,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/16/2009,Y  
GAD984307207,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/10/2009,N  
GAD984297200,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/02/2009,N  
GAD981282932,GA,001,SNN,NO LONGER A SIGNIFICANT NON-COMPLIER,S  ,09/30/2008,N  
GAR000052316,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,E  ,08/14/2009,N  
GAD064496003,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,E  ,08/12/2009,N  
GAD984302505,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/24/2009,N  
GAR000051003,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,E  ,11/17/2008,U  
GAD073460941,GA,003,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/02/2008,N  
GAR000030668,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/19/2008,N  
GAD991276387,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/28/2008,Y  
GAD048709372,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/26/2008,N  
GAR000051045,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/26/2008,N  
GA6202932244,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/19/2008,Y  
GAR000045161,GA,001,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,07/07/2009,N  
GAD984303990,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/01/2009,Y  
GAR000049775,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/30/2009,Y  
GAR000043034,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/16/2009,N  
GAD984321547,GA,002,SNY,SIGNIFICANT NON-COMPLIER,S  ,05/21/2009,N  
GAD096634985,GA,001,FUI,FOLLOW-UP INSPECTION,S  ,07/21/2009,N  
GAR000001982,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/24/2009,N  
GAD001700699,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/30/2009,N  
GA1570024330,GA,001,SNN,NO LONGER A SIGNIFICANT NON-COMPLIER,S  ,10/06/2009,N  
GAD981270150,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/09/2009,N  
GAD981237225,GA,002,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,03/19/2009,Y  
GAR000052449,GA,002,SNY,SIGNIFICANT NON-COMPLIER,S  ,07/07/2008,N  
GAR000012765,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/02/2009,N  
GAR000020776,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,07/02/2009,N  
GAR000002899,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/07/2009,N  
GAR000041020,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/09/2009,N  
GAR000048389,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/01/2009,Y  
GAR000048371,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/01/2009,Y  
GAR000038422,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/09/2009,N  
GAR000012757,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/20/2009,N  
GAD984280412,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/15/2009,Y  
GAR000020156,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/22/2009,N  
GAD981235294,GA,001,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,05/20/2009,N  
GAD981241482,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/28/2009,N  
GAD981276058,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/14/2009,N  
GAD984294371,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/27/2009,Y  
GAR000016485,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/09/2009,Y  
GAD033842543,GA,005,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/06/1985,Y  
GAD033842543,GA,008,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/08/1985,N  
GAD003307352,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/30/2003,N  
GAD003308145,GA,000,CEI,COMPLIANCE EVALUATION INSPECTION,E  ,01/31/1996,Y  
GAD003308145,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/19/1991,Y  
