CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
13011970400,Georgia,Banks County,0,3804,1299,0,0,0,0,0,0,0,0,0,16.8,60577,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3804,100,1987,52.23,1003,26.37,422,11.09,3397,89.3,162,4.26,62,1.63,1,0.03,17,0.45,165,4.34,138,3.63,38,2.95,159,12.2,3804,100,1987,52.23,1003,26.37,422,11.09,3397,89.3,162,4.26,62,1.63,1,0.03,17,0.45,165,4.34,138,3.63,38,2.95,159,12.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1920,1003,422,3397,162,62,1,17,165,138,36,149
13013180103,Georgia,Barrow County,1,4668,1575,0,0,0,0,0,0,0,0,0,9.7,93495,1,1,1,1,1,0,0,0,3760,4526,3760,961,1156,961,4526,96.96,1156,24.77,1224,26.21,415,8.9,3809,81.59,252,5.4,294,6.29,0,0,10,0.21,162,3.47,320,6.86,49,3.11,117,7.44,3760,80.55,961,20.58,1007,21.57,351,7.52,3200,68.56,180,3.86,222,4.76,0,0,6,0.13,151,3.23,258,5.52,41,2.58,97,6.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1363,1241,455,3938,252,301,0,10,167,324,58,139
13013180104,Georgia,Barrow County,0,2016,670,0,0,0,0,0,0,0,0,1,17.8,56750,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1723,85.46,898,44.53,492,24.42,133,6.62,1477,73.28,83,4.11,59,2.95,0,0,6,0.3,97,4.83,145,7.2,9,1.41,96,14.35,870,43.16,453,22.48,250,12.41,63,3.15,762,37.8,37,1.86,30,1.5,0,0,4,0.19,36,1.8,76,3.78,5,0.71,49,7.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,993,581,152,1713,92,78,0,6,127,172,10,102
13013180105,Georgia,Barrow County,0,2501,820,0,0,0,0,0,0,0,0,0,9.9,82586,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2501,100,587,23.49,697,27.87,211,8.44,2170,86.77,114,4.56,124,4.96,2,0.08,3,0.12,88,3.52,136,5.44,23,2.76,72,8.73,2501,100,587,23.49,697,27.87,211,8.44,2170,86.77,114,4.56,124,4.96,2,0.08,3,0.12,88,3.52,136,5.44,23,2.76,72,8.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,652,697,211,2170,114,124,2,3,88,136,24,76
13013180106,Georgia,Barrow County,1,2624,925,0,0,0,1,1,1,0,0,1,10.5,58542,1,1,1,1,1,0,0,0,1756,2369,1756,574,817,574,2369,90.27,817,31.12,612,23.34,180,6.87,2044,77.9,86,3.28,99,3.76,2,0.08,10,0.39,128,4.88,198,7.55,23,2.52,121,13.03,1756,66.93,574,21.87,441,16.81,125,4.76,1539,58.67,63,2.39,70,2.68,2,0.08,6,0.25,75,2.87,138,5.27,13,1.37,90,9.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,963,690,195,2264,102,101,2,11,144,220,30,134
13013180107,Georgia,Barrow County,0,3854,1309,0,0,0,0,0,0,0,0,1,6.6,61848,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3818,99.08,1309,33.96,1089,28.24,319,8.27,3198,82.98,184,4.76,285,7.39,0,0,4,0.11,148,3.83,202,5.23,64,4.9,131,10.04,3634,94.29,1256,32.6,1049,27.22,302,7.83,3040,78.87,170,4.41,280,7.27,0,0,4,0.1,140,3.63,195,5.05,60,4.56,124,9.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1431,1095,326,3230,184,285,0,5,150,204,65,136
13013180108,Georgia,Barrow County,0,2931,1010,0,0,0,0,0,0,0,0,1,14.8,57583,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2931,100,941,32.1,770,26.27,219,7.47,2482,84.68,181,6.18,118,4.03,1,0.03,12,0.41,137,4.67,212,7.23,25,2.46,105,10.36,2931,100,941,32.1,770,26.27,219,7.47,2482,84.68,181,6.18,118,4.03,1,0.03,12,0.41,137,4.67,212,7.23,25,2.46,105,10.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,932,770,219,2482,181,118,1,12,137,212,24,103
13013180203,Georgia,Barrow County,1,3187,1127,0,4,0.13,1,1,1,0,0,1,30.7,40809,1,1,1,1,1,0,0,0,764,2322,764,550,1511,550,2322,72.86,1511,47.42,709,22.25,182,5.72,1263,39.63,743,23.33,59,1.86,0,0,15,0.46,241,7.58,296,9.3,87,7.74,237,21,764,23.97,550,17.27,242,7.59,50,1.56,504,15.81,115,3.61,35,1.09,0,0,8,0.24,102,3.21,131,4.11,33,2.9,70,6.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2123,947,271,1788,1012,64,0,17,306,369,108,348
13013180204,Georgia,Barrow County,1,2416,809,0,199,8.24,0,1,0,0,0,1,17.7,52143,0,1,0,1,0,0,0,0,427,957,427,166,459,166,957,39.62,459,18.99,258,10.69,105,4.36,716,29.63,158,6.55,22,0.92,1,0.04,0,0,60,2.47,67,2.78,43,5.35,85,10.5,427,17.66,166,6.87,117,4.83,43,1.77,372,15.39,28,1.16,14,0.58,0,0,0,0,13,0.53,16,0.67,12,1.52,37,4.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1427,644,366,1472,671,64,1,0,208,261,135,214
13013180205,Georgia,Barrow County,1,4042,1543,0,33,0.82,1,1,1,0,0,1,17.4,48306,1,1,1,1,1,0,0,0,863,2299,863,336,1060,336,2299,56.87,1060,26.24,567,14.03,342,8.46,1797,44.47,300,7.42,39,0.96,1,0.03,4,0.09,158,3.9,202,4.99,82,5.31,249,16.14,863,21.35,336,8.32,235,5.82,81,2,632,15.63,132,3.27,18,0.45,0,0,2,0.04,79,1.95,86,2.13,18,1.16,86,5.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2229,1070,549,2965,715,66,6,6,284,346,158,429
13013180206,Georgia,Barrow County,1,2887,1090,0,0,0,0,0,0,0,0,0,16.2,67647,1,1,1,1,1,0,0,0,718,1832,718,204,644,204,1832,63.47,644,22.3,524,18.16,203,7.03,1561,54.08,142,4.93,56,1.93,0,0,5,0.17,68,2.37,92,3.19,47,4.33,146,13.38,718,24.87,204,7.08,216,7.49,60,2.08,587,20.35,66,2.29,35,1.21,0,0,0,0,30,1.04,42,1.46,23,2.07,53,4.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1121,777,346,2433,240,72,0,7,135,157,58,207
13013180301,Georgia,Barrow County,1,2062,722,0,0,0,0,0,0,0,0,0,5.1,68417,1,1,1,1,1,0,0,0,2034,2062,2034,488,494,488,2062,100,494,23.97,561,27.21,207,10.04,1791,86.86,122,5.92,51,2.47,0,0,0,0,98,4.75,156,7.57,0,0,80,11.1,2034,98.66,488,23.65,555,26.93,204,9.89,1766,85.63,122,5.92,49,2.36,0,0,0,0,98,4.75,156,7.55,0,0,79,10.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,559,561,207,1791,122,51,0,0,98,156,0,91
13013180302,Georgia,Barrow County,1,5749,2044,0,0,0,1,1,1,0,0,1,12.1,61298,1,1,1,1,1,0,0,0,4075,5083,4075,1240,1573,1240,5083,88.41,1573,27.35,1418,24.66,565,9.84,4200,73.06,336,5.84,110,1.92,8,0.14,13,0.22,416,7.24,525,9.13,50,2.46,133,6.52,4075,70.89,1240,21.57,1177,20.47,362,6.3,3382,58.83,271,4.72,94,1.63,8,0.14,12,0.21,308,5.35,378,6.58,44,2.13,104,5.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1810,1591,680,4722,391,122,8,13,493,630,55,152
13013180303,Georgia,Barrow County,0,4229,1455,0,7,0.17,0,0,0,0,0,0,13.3,62563,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4095,96.84,1649,39,1185,28.01,388,9.18,3498,82.7,208,4.91,166,3.93,8,0.19,17,0.4,199,4.71,307,7.26,16,1.13,245,16.85,3427,81.04,1424,33.67,931,22.01,349,8.25,2979,70.43,153,3.61,142,3.35,4,0.09,12,0.28,138,3.27,203,4.8,14,0.96,210,14.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2392,1226,405,3604,214,175,10,17,209,318,19,285
13013180401,Georgia,Barrow County,0,5191,1843,0,0,0,0,0,0,0,0,0,9.3,62028,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,5191,100,1797,34.61,1444,27.82,479,9.23,4329,83.39,476,9.17,131,2.52,1,0.02,23,0.44,231,4.45,313,6.03,21,1.14,138,7.49,5111,98.47,1770,34.1,1425,27.45,466,8.98,4295,82.74,440,8.48,122,2.34,1,0.02,23,0.44,231,4.45,313,6.03,21,1.11,136,7.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2050,1444,479,4329,476,131,1,23,231,313,23,153
13013180402,Georgia,Barrow County,1,5993,2111,0,46,0.77,1,1,1,0,0,1,11,53042,1,1,1,1,1,0,0,0,4055,5331,4055,1325,1772,1325,5331,88.95,1772,29.56,1480,24.7,523,8.72,3851,64.25,985,16.43,85,1.42,1,0.02,10,0.17,399,6.66,557,9.29,38,1.81,324,15.35,4055,67.66,1325,22.1,1130,18.86,356,5.94,2922,48.75,774,12.92,62,1.04,1,0.02,9,0.15,287,4.78,410,6.83,29,1.39,249,11.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2375,1665,587,4281,1170,95,1,10,436,582,44,408
13013180501,Georgia,Barrow County,1,5079,1638,0,0,0,0,0,0,0,0,0,9.1,73116,1,1,1,1,1,0,0,0,4024,4972,4024,1109,1370,1109,4972,97.89,1370,26.97,1522,29.98,272,5.35,3781,74.44,646,12.72,210,4.14,4,0.08,19,0.37,312,6.15,572,11.26,4,0.25,161,9.81,4024,79.23,1109,21.83,1224,24.1,228,4.49,3064,60.32,509,10.02,181,3.56,3,0.05,18,0.35,250,4.92,462,9.09,3,0.2,130,7.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1718,1554,279,3864,659,212,4,19,321,581,5,195
13013180502,Georgia,Barrow County,0,4534,1529,0,0,0,0,0,0,0,0,0,8.4,68240,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4534,100,1123,24.76,1373,30.28,360,7.94,3657,80.66,389,8.58,137,3.02,0,0,16,0.35,335,7.39,441,9.73,7,0.43,144,9.39,4534,100,1123,24.76,1373,30.28,360,7.94,3657,80.66,389,8.58,137,3.02,0,0,16,0.35,335,7.39,441,9.73,7,0.43,144,9.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1281,1373,360,3657,389,137,0,16,335,441,9,153
13013180503,Georgia,Barrow County,1,5404,1751,0,0,0,0,0,0,0,0,0,9.1,79745,1,1,1,1,1,0,0,0,4172,5267,4172,894,1128,894,5267,97.46,1128,20.88,1620,29.99,370,6.84,3863,71.49,880,16.28,179,3.32,0,0,11,0.2,333,6.17,601,11.11,16,0.93,197,11.24,4172,77.21,894,16.54,1258,23.28,308,5.69,3004,55.58,748,13.84,143,2.64,0,0,10,0.18,268,4.96,492,9.1,13,0.74,157,8.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1215,1663,385,3962,905,186,0,11,340,615,17,206
13015960101,Georgia,Bartow County,0,1694,631,0,0,0,0,0,0,0,0,0,8.7,82688,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1694,100,448,26.47,424,25.03,257,15.17,1630,96.22,8,0.47,1,0.06,0,0,2,0.12,53,3.13,62,3.66,6,1,31,4.98,1694,100,448,26.47,424,25.03,257,15.17,1630,96.22,8,0.47,1,0.06,0,0,2,0.12,53,3.13,62,3.66,6,1,31,4.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,365,424,257,1630,8,1,0,2,53,62,6,30
13015960102,Georgia,Bartow County,0,9507,3345,0,0,0,0,0,0,0,0,0,8.9,76262,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,9507,100,2835,29.82,2403,25.28,1018,10.71,8860,93.19,272,2.86,26,0.27,4,0.04,23,0.24,322,3.39,358,3.77,93,2.78,381,11.38,9507,100,2835,29.82,2403,25.28,1018,10.71,8860,93.19,272,2.86,26,0.27,4,0.04,23,0.24,322,3.39,358,3.77,93,2.78,381,11.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2819,2403,1018,8860,272,26,4,23,322,358,91,386
13015960200,Georgia,Bartow County,0,10802,3868,0,0,0,0,0,0,1,1,1,10.8,61538,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,10160,94.06,3329,30.81,2853,26.41,1032,9.55,9073,84,708,6.55,51,0.48,2,0.02,31,0.29,294,2.72,352,3.26,131,3.38,479,12.39,8135,75.31,2645,24.48,2275,21.06,828,7.66,7462,69.08,407,3.77,32,0.3,2,0.02,21,0.19,212,1.96,249,2.31,64,1.66,376,9.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3826,3029,1089,9598,788,59,2,34,321,411,194,551
13015960300,Georgia,Bartow County,0,6647,2295,0,0,0,0,0,0,0,0,0,10.1,63703,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,6213,93.46,2167,32.6,1691,25.44,612,9.21,5577,83.9,338,5.08,51,0.77,1,0.02,17,0.25,230,3.45,261,3.93,79,3.46,229,9.98,5851,88.02,2043,30.74,1612,24.25,557,8.38,5302,79.77,259,3.89,51,0.77,1,0.01,15,0.22,224,3.36,261,3.92,74,3.21,214,9.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2238,1794,676,5879,456,54,1,18,239,265,77,232
13015960401,Georgia,Bartow County,1,8944,3369,0,77,0.86,1,1,1,1,1,1,8.3,56766,1,1,1,1,1,0,0,1,7815,8627,7815,3450,3703,3450,8627,96.45,3703,41.4,2441,27.29,776,8.67,6099,68.2,1407,15.73,93,1.04,11,0.12,39,0.44,978,10.93,1182,13.21,146,4.35,422,12.51,7815,87.38,3450,38.57,2209,24.7,650,7.26,5472,61.18,1319,14.75,61,0.68,11,0.12,39,0.44,913,10.21,1125,12.57,142,4.23,380,11.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4192,2489,920,6316,1468,93,12,39,1016,1213,162,464
13015960402,Georgia,Bartow County,0,8926,3041,0,594,6.65,0,0,0,1,1,1,9.1,60984,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,8801,98.6,3820,42.8,2174,24.35,793,8.89,7093,79.46,1132,12.68,133,1.49,0,0,29,0.32,415,4.65,540,6.05,146,4.79,266,8.76,7050,78.98,3077,34.47,1825,20.45,673,7.54,5851,65.55,767,8.6,110,1.23,0,0,22,0.25,300,3.36,365,4.09,106,3.49,227,7.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3588,2200,822,7188,1149,133,0,29,427,552,131,294
13015960500,Georgia,Bartow County,1,7384,2728,0,0,0,1,1,1,1,1,1,24,58506,1,1,1,1,1,0,0,1,6877,7384,6877,2802,2966,2802,7384,100,2966,40.17,1959,26.53,845,11.44,5523,74.8,1089,14.75,32,0.43,3,0.04,22,0.3,715,9.68,909,12.31,202,7.42,643,23.58,6877,93.13,2802,37.95,1821,24.66,787,10.66,5196,70.37,1002,13.57,29,0.39,3,0.04,20,0.27,626,8.48,795,10.77,187,6.87,603,22.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3408,1959,845,5523,1089,32,3,22,715,909,201,667
13015960600,Georgia,Bartow County,1,8969,3450,0,59,0.66,0,0,0,0,0,0,16,63379,1,1,1,1,1,0,0,0,3204,7161,3204,1158,2575,1158,7161,79.84,2575,28.71,1929,21.51,983,10.96,5566,62.06,1120,12.49,38,0.42,1,0.01,24,0.27,411,4.59,526,5.87,86,2.5,407,11.81,3204,35.72,1158,12.92,857,9.56,406,4.52,2724,30.37,319,3.55,19,0.22,1,0.01,15,0.16,126,1.41,184,2.05,18,0.53,177,5.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3462,2497,1194,6521,1736,54,1,31,626,827,117,523
