TRI Facility Name,TRI Facility ID,Year,Census Tract,Latitude,Longitude,Releases (lb),Waste Managed (lb),RSEI Hazard,# of TRI Facilities
CAROLINA SKIFF LLC,31503CRLNS3231F,2023,13299950200,31.24579,-82.42078,"87,650.00","87,650.00","306,775",1
DAWSON OILSEEDS COMPLEX,31742CRGLL715NO,2023,13273120300,31.7814,-84.4484,"87,183.00","87,670.00","445,443",1
BATHCRAFT LLC,31601BTHCR1610J,2023,13185011402,30.80012,-83.27844,"84,832.00","84,832.00","296,912",1
WEST FRASER EWP CORDELE,31015MSNTC924HI,2023,13081010202,31.9656,-83.8007,"83,307.10","451,511.10","1,379,995,623",1
DAWSON OILSEEDS COMPLEX,31742CRGLL715NO,2022,13273120300,31.7814,-84.4484,"81,862.00","82,717.00","426,062",1
SOUTHWIRE CO,30119CPPRDCENTR,2021,13045911002,33.56685,-85.07188,"80,795.60","1,446,693.70","319,734,534",1
EMD PERFORMANCE MATERIALS CORP,31408MNDSTOLEAR,2021,13051010701,32.20084,-81.1844,"78,901.00","103,618.00","51,054",1
WAYNE-SANDERSON FARMS LLC - PENDERGRASS FRESH PLANT,30567WYNFR977WA,2022,13157010104,34.17601,-83.67147,"78,185.00","675,601.00","4,548,627",1
WAYNE-SANDERSON FARMS LLC - PENDERGRASS FRESH PLANT,30567WYNFR977WA,2021,13157010104,34.17601,-83.67147,"76,740.00","723,127.00","11,436,252",1
DECOSTAR INDUSTRIES INC,30117DCSTR1DECM,2023,13045910503,33.60548,-85.11206,"76,134.89","1,429,185.89","17,238,590",1
ARCH WOOD PROTECTION INC,30027KPPRS1579K,2021,-,33.66333,-84.32596,"75,729.38","76,279.38","472,813,875,744",1
DECOSTAR INDUSTRIES INC,30117DCSTR1DECM,2022,13045910503,33.60548,-85.11206,"74,879.52","1,395,940.32","25,270,236",1
PRATT INDUSTRIES MILL DIV CONYERS,30013VSYPP1800A,2023,13247060305,33.66086,-83.98647,"74,709.11","81,330.61","297,380,504",1
MEDSOURCE TRENTON LLC (DBA LAKE REGION MEDICAL),3075WCCLLN1324N,2023,13083040103,34.88056,-85.50447,"74,522.00","184,048.00","195,210",1
POLYNT COMPOSITES USA INC.,30050CRGLL71BAR,2021,13063040306,33.614444,-84.386389,"74,322.93","247,110.71","198,739,889",1
LANGBOARD MDF,31650LNGBR1000S,2021,13003960100,31.314948,-83.037957,"71,763.94","144,078.70","2,107,409,119",1
JACUZZI LUXURY BATH,3160WJCZZL512HI,2022,-,30.80013,-83.2779,"69,793.00","69,793.00","244,160",1
SOLVAY SPECIALTY POLYMERS USA L.L.C.,30916MCPRF3702C,2023,13245010706,33.368108,-82.010626,"69,255.29","750,466.94","42,818,476",1
GEORGIA PACIFIC WOOD PRODUCTS LLC WARRENTON GA,30828GRGPC779TH,2022,13301970400,33.409805,-82.640823,"68,940.80","68,940.80","487,632",1
SOLVAY SPECIALTY POLYMERS USA L.L.C.,30916MCPRF3702C,2022,13245010706,33.368108,-82.010626,"68,827.78","454,045.20","45,837,138",1
SOLVAY SPECIALTY POLYMERS USA L.L.C.,30916MCPRF3702C,2021,13245010706,33.368108,-82.010626,"68,436.82","379,858.30","268,920,205",1
SOUTH ATLANTIC GALVANIZING,30417GRGGLHWY28,2022,13109970200,32.152782,-81.954544,"66,942.67","316,283.67","25,916,454",1
JACUZZI LUXURY BATH,3160WJCZZL512HI,2023,-,30.80013,-83.2779,"66,277.00","66,277.00","231,970",1
SOUTH ATLANTIC GALVANIZING,30417GRGGLHWY28,2023,13109970200,32.152782,-81.954544,"66,265.68","334,461.68","16,762,054",1
GEORGIA PACIFIC WOOD PRODUCTS LLC WARRENTON GA,30828GRGPC779TH,2023,13301970400,33.409805,-82.640823,"65,890.88","65,893.48","488,960",1
FIELDALE FARMS CORNELIA COMPLEX,30531FLDLCWAYSI,2021,13137000604,34.508,-83.5383,"64,523.00","382,361.00","302,302",1
YKK AP AMERICA INC,31021YKKPM100FI,2023,-,32.50731,-82.94661,"64,131.46","314,007.04","2,990,794",1
ENVIVA PELLETS WAYCROSS LLC,3150WGRGBM339IN,2023,13299950200,31.2568,-82.41763,"63,913.00","63,913.00","51,881,480",1
KIA GEORGIA INC.,3183WKMTRS7777K,2023,13285961000,32.9159,-85.11761,"61,488.00","136,355.00","1,872,248,886",1
MEGGITT POLYMERS & COMPOSITES ROCKMART,30153LRLNGGOODY,2022,13233010700,34.00291,-85.03638,"61,317.00","122,635.00","118,107",1
FIELDALE FARMS CORNELIA COMPLEX,30531FLDLCWAYSI,2022,13137000604,34.508,-83.5383,"61,253.00","341,027.00","283,052",1
GEORGIA PACIFIC WOOD PRODUCTS LLC WARRENTON GA,30828GRGPC779TH,2021,13301970400,33.409805,-82.640823,"61,020.78","61,080.58","485,014",1
GEORGIA-PACIFIC WOOD PRODUCTS LLC   ALBANY LUMBER,3170WGRGPC315SY,2022,13095011200,31.57221,-84.064604,"61,000.36","61,000.36","19,261",1
SOUTH ATLANTIC GALVANIZING,30417GRGGLHWY28,2021,13109970200,32.152782,-81.954544,"60,564.50","309,936.50","7,412,817",1
ALUDYNE-COLUMBUS LLC,31995CLMBS1600N,2023,13215000400,32.53032,-84.96989,"60,307.88","459,107.88","1,449,368,826",1
SOUTHWIRE CO VILLA RICA PLANT,3018WSTHWR54IND,2021,13045910106,33.741261,-84.94106,"59,857.16","59,857.00","421,902,960",1
GEORGIA-PACIFIC SAVANNAH RIVER LLC,31326FRTHWROUTE,2023,13103030303,32.33113,-81.20178,"59,714.33","190,714.33","376,059,459",1
SAFT AMERICA INC,31601SFTMR711IN,2022,13185011402,30.80266,-83.28763,"59,706.14","1,220,016.74","2,100,598,199",1
SANDERSON FARMS INC,31788SNDRS77GAH,2023,13071970302,31.220856,-83.790001,"59,690.00","726,026.00","3,962,235",1
SAFT AMERICA INC,31601SFTMR711IN,2023,13185011402,30.80266,-83.28763,"59,073.13","935,712.23","2,093,111,003",1
ALUDYNE-COLUMBUS LLC,31995CLMBS1600N,2022,13215000400,32.53032,-84.96989,"58,885.21","487,557.89","1,560,353,939",1
BLUE BIRD BODY CO,31030BLBRDNORTH,2023,13225040200,32.561378,-83.878852,"58,713.00","73,889.00","427,685",1
GEORGIA-PACIFIC WOOD PRODUCTS LLC   ALBANY LUMBER,3170WGRGPC315SY,2021,13095011200,31.57221,-84.064604,"58,160.02","58,160.02","3,690,849",1
SEMINOLE MARINE INC.,31728THTRR2525T,2021,13131950501,30.8683,-84.1779,"56,992.00","56,992.00","199,472",1
ISONOVA TECHNOLOGIES LLC - SOCIAL CIRCLE,30279MRCND1022E,2021,13297110802,33.65172,-83.69741,"55,650.00","180,850.00","35,060",1
HON CO,30125THHNC907WE,2022,13233010300,34.01381,-85.279346,"54,079.40","59,942.66","2,743,906",1
MTI BATHS,30518MRTBS670NP,2021,13135050114,34.085329,-84.042178,"53,910.00","61,533.00","188,685",1
DIXIE INDUSTRIAL FINISHING CO INC,30085DXNDS4925S,2022,13089021823,33.85642,-84.18819,"53,602.78","53,602.78","5,355,948",1
CONTINENTAL TIRE THE AMERICAS LLC/ALDORA PLANT,30204GNRLT1GENE,2021,13171970300,33.0533,-84.1753,"53,569.00","83,315.43","32,340,907",1
YKK AP AMERICA INC,31021YKKPM100FI,2022,-,32.50731,-82.94661,"53,261.60","293,624.61","3,161,908",1
MOLSON COORS BEVERAGE CO USA LLC,31708MLLRB405CO,2023,13095011200,31.5933,-84.08805,"52,606.38","52,606.38","126,919",1
YKK AP AMERICA INC,31021YKKPM100FI,2021,-,32.50731,-82.94661,"52,513.78","319,301.78","3,094,637",1
HUBER ENGINEERED WOODS LLC,30529JMHBRPOBOX,2021,13157010400,34.166787,-83.424886,"52,118.00","259,488.00","913,276,081",1
TOYOTA INDUSTRIES COMPRESSOR PARTS AMERICA CO,3056WTYTND5VALE,2022,13157010200,34.172,-83.63866,"52,104.74","175,324.85","55,642,115",1
ADVICS MANUFACTURING GEORGIA LLC,30240SFLLC1621L,2021,13285960904,33.01267,-85.06182,"52,019.00","52,019.00","246,732,000",1
HUBER ENGINEERED WOODS LLC,30529JMHBRPOBOX,2022,13157010400,34.166787,-83.424886,"51,514.00","251,303.00","851,359,775",1
DARLING INGREDIENTS INC.,3102WGRFFN58HIG,2023,13175951001,32.54913,-82.8584,"51,449.00","306,728.00","32,413",1
HON CO,30125THHNC907WE,2021,13233010300,34.01381,-85.279346,"51,360.65","62,869.97","2,527,942",1
LANGBOARD MDF,31650LNGBR1000S,2022,13003960100,31.314948,-83.037957,"51,333.30","123,082.26","1,837,073,420",1
FIELDALE FARMS TOCCOA PROTIEN CONVERSON FACILITY,30577FLDLFGA145,2021,13257970402,34.51004,-83.278073,"51,069.00","908,003.00","480,217",1
CONTINENTAL TIRE THE AMERICAS LLC/ALDORA PLANT,30204GNRLT1GENE,2022,13171970300,33.0533,-84.1753,"50,844.00","70,903.00","31,080,477",1
HUBER ENGINEERED WOODS LLC,30529JMHBRPOBOX,2023,13157010400,34.166787,-83.424886,"50,755.00","250,056.00","830,362,382",1
PRATT INDUSTRIES MILL DIV CONYERS,30013VSYPP1800A,2022,13247060305,33.66086,-83.98647,"50,273.30","56,707.80","208,476,597",1
ISONOVA TECHNOLOGIES LLC - SOCIAL CIRCLE,30279MRCND1022E,2022,13297110802,33.65172,-83.69741,"50,225.00","152,525.00","31,642",1
KIA GEORGIA INC.,3183WKMTRS7777K,2022,13285961000,32.9159,-85.11761,"50,110.00","121,252.10","23,434,640",1
LANGBOARD MDF,31650LNGBR1000S,2023,13003960100,31.314948,-83.037957,"49,855.82","119,792.22","1,781,597,816",1
HARRISON POULTRY INC.,30620HRRSNSTATE,2023,13013180502,33.929974,-83.705849,"49,769.00","860,889.00","1,967,209",1
SEMINOLE MARINE INC.,31728THTRR2525T,2022,13131950501,30.8683,-84.1779,"49,568.00","49,568.00","173,488",1
CONTINENTAL TIRE THE AMERICAS LLC/ALDORA PLANT,30204GNRLT1GENE,2023,13171970300,33.0533,-84.1753,"49,250.00","68,027.00","30,333,370",1
GEORGIA-PACIFIC WOOD PRODUCTS LLC   ALBANY LUMBER,3170WGRGPC315SY,2023,13095011200,31.57221,-84.064604,"49,000.30","49,000.30","15,720",1
DIXIE INDUSTRIAL FINISHING CO INC,30085DXNDS4925S,2023,13089021823,33.85642,-84.18819,"48,775.09","48,775.09","4,871,021",1
INTERNATIONAL MARBLE LLC,30188NTLMR304BE,2023,-,34.12214,-84.51206,"48,596.00","48,596.00","170,086",1
JOHNS MANVILLE,30680MNVLLINDUS,2023,13013180107,33.99247,-83.77271,"48,148.00","48,148.00","269,147,320,000",1
FINELINE INDUSTRIES,3160WFNLNN61GIL,2023,-,30.8023,-83.2789,"47,806.40","49,939.40","181,384",1
MTI BATHS,30518MRTBS670NP,2022,13135050114,34.085329,-84.042178,"47,542.00","48,519.00","24,666,152",1
BLUE BIRD BODY CO,31030BLBRDNORTH,2022,13225040200,32.561378,-83.878852,"46,607.00","58,013.00","342,079",1
WEST FRASER - DUDLEY LUMBER MILL,31022GLMNB3770U,2023,13175950600,32.542721,-83.10162,"46,031.00","46,031.00","8,286",1
INNOVATIVE CHEMICAL TECHNOLOGIES INC.,30120RSRCN8RIVE,2023,13015960901,34.13994,-84.84717,"45,912.61","1,322,543.84","5,093,830",1
MEDSOURCE TRENTON LLC (DBA LAKE REGION MEDICAL),3075WCCLLN1324N,2022,13083040103,34.88056,-85.50447,"44,750.00","104,589.00","1,350",1
TYSON FARMS INC. RIVER VALLEY INGREDIENTS - CUTHBERT,31740GRGFDRTE1B,2023,13243790200,31.770486,-84.781229,"44,711.00","4,267,284.00","25,098,928",1
PRATT INDUSTRIES MILL DIV CONYERS,30013VSYPP1800A,2021,13247060305,33.66086,-83.98647,"44,173.56","50,968.86","195,252,942",1
TCI INC.,31806THRML610AI,2021,13249960100,32.229393,-84.295564,"43,591.00","43,591.00","149,104,204,500",1
ALUDYNE-COLUMBUS LLC,31995CLMBS1600N,2021,13215000400,32.53032,-84.96989,"43,579.66","443,973.04","1,449,491,626",1
FIELDALE FARMS CORNELIA COMPLEX,30531FLDLCWAYSI,2023,13137000604,34.508,-83.5383,"43,216.20","336,629.00","242,172",1
INTERFOR US INC,3182WNTRFR378TL,2022,-,32.03838,-84.49357,"43,143.97","43,145.62","216,724",1
ISONOVA TECHNOLOGIES LLC - SOCIAL CIRCLE,30279MRCND1022E,2023,13297110802,33.65172,-83.69741,"43,010.00","107,770.00","27,096",1
AJAY NA LLC,30073JYCHM1400I,2023,13067031507,33.867778,-84.646444,"42,869.18","276,073.08","163,203,529",1
SUNDANCE BOATS,31516SNDNC6131S,2023,13229960401,31.2703,-82.2751,"42,800.00","42,800.00","149,800",1
INTERFOR US INC,3182WNTRFR378TL,2021,-,32.03838,-84.49357,"42,623.44","42,623.44","640,557",1
ARCH WOOD PROTECTION INC,30027KPPRS1579K,2022,-,33.66333,-84.32596,"42,532.29","42,531.89","86,124,695,975",1
DIXIE INDUSTRIAL FINISHING CO INC,30085DXNDS4925S,2021,13089021823,33.85642,-84.18819,"42,121.02","42,121.02","4,208,358",1
DYNAMIC PAINT SOLUTION,3102WDYNMC415AI,2022,13091960400,32.217266,-83.123348,"41,980.00","82,806.00","695,536,792,658",1
SANDERSON FARMS INC,31788SNDRS77GAH,2022,13071970302,31.220856,-83.790001,"40,799.00","642,014.00","4,363,036",1
ALADDIN MILLS - ANTIOCH RD PLANT,30720LDDNM2001A,2021,13313001200,34.73399,-84.94646,"40,773.00","40,773.00","1,187,034",1
BLUE BIRD BODY CO,31030BLBRDNORTH,2021,13225040200,32.561378,-83.878852,"40,430.00","40,430.00","355,784",1
LFM WAYCROSS,31502WYCRS2450I,2021,13299950200,31.24153,-82.41982,"40,413.50","49,913.50","141,447",1
SAFT AMERICA INC,31601SFTMR711IN,2021,13185011402,30.80266,-83.28763,"40,354.50","698,369.95","42,057,276,075",1
SEMINOLE MARINE INC.,31728THTRR2525T,2023,13131950501,30.8683,-84.1779,"40,140.00","40,140.00","140,490",1
TOYOTA INDUSTRIES COMPRESSOR PARTS AMERICA CO,3056WTYTND5VALE,2023,13157010200,34.172,-83.63866,"40,002.94","198,073.54","72,588,602",1
INTERFOR US INC,3106WNTRFR93JER,2023,13153021205,32.456447,-83.733754,"39,972.14","39,972.14","722,869",1
TYSON POULTRY INC.  RIVER VALLEY INGREDIENTS CUMMING,30130GRGPRROUTE,2022,13117130101,34.281587,-84.058034,"39,941.00","5,456,184.00","36,369,625",1
SHEBOYGAN PAINT CO,30125SHBYGHWY10,2021,13233010400,34.00508,-85.26908,"39,779.00","190,192.00","5,169,674",1
HARRISON POULTRY INC.,30620HRRSNSTATE,2022,13013180502,33.929974,-83.705849,"39,600.00","949,575.00","1,310,092",1
TYSON POULTRY INC.  RIVER VALLEY INGREDIENTS CUMMING,30130GRGPRROUTE,2023,13117130101,34.281587,-84.058034,"39,373.00","4,418,899.00","35,961,642",1
PILGRIM'S PRIDE ATHENS PROCESSING PLANT,30601SBRDF898BA,2023,13059130300,33.97229,-83.38765,"39,284.70","530,557.70","70,861,120",1
FRITO-LAY INC.  - PERRY PLANT,31047FRTLY1200H,2023,13153021501,32.452279,-83.599356,"39,000.00","78,843.00","24,570",1
GEORGIA-PACIFIC WOOD PRODUCTS LLC ROME LUMBER OPERATIONS,3016WTMPLN38MAY,2021,13115001400,34.2555,-85.32617,"39,000.00","39,000.00","7,020",1
GEORGIA-PACIFIC WOOD PRODUCTS LLC ROME LUMBER OPERATIONS,3016WTMPLN38MAY,2022,13115001400,34.2555,-85.32617,"39,000.00","39,460.00","7,020",1
HAZLEHURST WOOD PELLETS,3153WHZLHR43HUL,2022,13161960102,31.853511,-82.574842,"38,967.00","38,967.00","828,058,027",1
SUNDANCE BOATS,31516SNDNC6131S,2022,13229960401,31.2703,-82.2751,"38,245.00","38,245.00","133,858",1
KIA GEORGIA INC.,3183WKMTRS7777K,2021,13285961000,32.9159,-85.11761,"37,653.00","97,481.00","16,047,142",1
MTI BATHS,30518MRTBS670NP,2023,13135050114,34.085329,-84.042178,"37,585.00","39,285.00","133,415",1
THE WHITAKER CO,30318WHTKR1557M,2021,13121008802,33.79405,-84.43809,"37,513.20","37,513.20","3,994,161",1
ZEP COMMERCIAL,30137NFRCR350JO,2021,13015960805,34.12689,-84.75131,"37,379.00","114,851.00","5,484,429",1
MOLSON COORS BEVERAGE CO USA LLC,31708MLLRB405CO,2021,13095011200,31.5933,-84.08805,"37,353.00","37,353.00","95,747",1
INTERFOR US INC,3182WNTRFR378TL,2023,-,32.03838,-84.49357,"37,043.21","37,105.89","220,706",1
FINELINE INDUSTRIES,3160WFNLNN61GIL,2022,-,30.8023,-83.2789,"36,887.60","38,405.60","138,530",1
NICHIHA USA INC. - MACON CEMENT FIBERBO,3121WNCHHS315AV,2022,-,32.69174,-83.67508,"36,777.19","1,093,875.19","155,494,527,551",1
CHEMICAL PRODUCTS CORP,30120CHMCLTENNE,2021,-,34.15091,-84.78595,"36,678.98","3,525,945.78","39,593,594",1
SUNDANCE BOATS,31516SNDNC6131S,2021,13229960401,31.2703,-82.2751,"36,662.00","36,662.00","128,317",1
U.S.  DOD  USAF MOODY AFB SMALL ARMS & GRAND BAY RANGES,31699SRFRC3485G,2023,-,30.970071,-83.210585,"36,658.19","42,975.79","302,421,370",1
SOUTHWIRE CO NORTH CAMPUS,30117CBSRC5152C,2023,13045910503,33.60716,-85.10418,"36,458.83","36,999.91","386,915,047",1
BONNELL ALUMINUM INC.,30263WLLML25BON,2022,13077170701,33.379838,-84.821686,"36,143.49","168,800.29","1,898,401",1
NICHIHA USA INC. - MACON CEMENT FIBERBO,3121WNCHHS315AV,2021,-,32.69174,-83.67508,"36,065.37","304,028.37","60,072,933,783",1
CEMEX SOUTHEAST LLC-CLINCHFIELD CEMENT PLANT,31013STHDW2720H,2023,13153021501,32.4152,-83.6333,"36,022.40","36,022.40","624,200",1
GEORGIA-PACIFIC WOOD PRODUCTS LLC ROME LUMBER OPERATIONS,3016WTMPLN38MAY,2023,13115001400,34.2555,-85.32617,"36,000.00","36,460.00","6,480",1
HARRISON POULTRY INC.,30620HRRSNSTATE,2021,13013180502,33.929974,-83.705849,"35,869.00","729,330.00","67,753",1
POLYNT COMPOSITES USA INC.,30050CRGLL71BAR,2023,13063040306,33.614444,-84.386389,"35,826.15","250,143.55","176,799,530",1
INTERFOR US INC BAXLEY DIV,31513RYNRW183GL,2022,13001950202,31.76824,-82.31872,"35,727.36","35,727.36","819,705",1
TYSON FARMS INC. RIVER VALLEY INGREDIENTS - CUTHBERT,31740GRGFDRTE1B,2021,13243790200,31.770486,-84.781229,"35,533.00","4,133,472.00","167,534",1
SOUTHWIRE CO VILLA RICA PLANT,3018WSTHWR54IND,2023,13045910106,33.741261,-84.94106,"35,432.60","35,432.50","238,769,014",1
SOUTHWIRE CO NORTH CAMPUS,30117CBSRC5152C,2022,13045910503,33.60716,-85.10418,"35,290.10","49,888.00","348,088,473",1
FIELDALE FARMS CORP MURRAYVILLE COMPLEX,30564FLDLFGAHWY,2022,13139000305,34.408959,-83.902336,"34,851.00","290,093.20","96,495",1
ARCH WOOD PROTECTION INC,30027KPPRS1579K,2023,-,33.66333,-84.32596,"34,478.10","35,300.46","52,664,032,371",1
SHEBOYGAN PAINT CO,30125SHBYGHWY10,2022,13233010400,34.00508,-85.26908,"34,431.00","130,747.00","4,922,876",1
WEST FRASER - DUDLEY LUMBER MILL,31022GLMNB3770U,2022,13175950600,32.542721,-83.10162,"34,126.00","34,126.00","6,143",1
FIELDALE FARMS TOCCOA PROTIEN CONVERSON FACILITY,30577FLDLFGA145,2023,13257970402,34.51004,-83.278073,"34,125.00","855,196.00","565,804",1
INTERFOR - THOMASTON DIV,3028WNTRFR75BEN,2023,-,32.929923,-84.277864,"34,112.00","34,112.00","487,988",1
FIELDALE FARMS CORP MURRAYVILLE COMPLEX,30564FLDLFGAHWY,2021,13139000305,34.408959,-83.902336,"34,090.00","446,688.00","85,694",1
INTERFOR US INC,3106WNTRFR93JER,2021,13153021205,32.456447,-83.733754,"33,481.41","33,481.41","3,613,358",1
BETTER WAY PRODUCTS,31601RBLBT6GILH,2021,13185011402,30.804087,-83.277491,"33,435.00","33,435.00","117,023",1
PANASONIC ENERGY CORP OF AMERICA LITHIUM DIV,31907MTSSH0NEPA,2021,13215010605,32.49762,-84.88004,"33,149.00","156,685.00","397,788,000",1
ADVICS MANUFACTURING GEORGIA LLC,30240SFLLC1621L,2023,13285960904,33.01267,-85.06182,"33,053.00","33,053.00","218,314,500",1
ADVICS MANUFACTURING GEORGIA LLC,30240SFLLC1621L,2022,13285960904,33.01267,-85.06182,"33,044.00","33,044.00","218,269,500",1
BETTER WAY PRODUCTS,31601RBLBT6GILH,2022,13185011402,30.804087,-83.277491,"33,004.00","33,004.00","115,514",1
INTERFOR US INC BAXLEY DIV,31513RYNRW183GL,2021,13001950202,31.76824,-82.31872,"32,678.71","32,678.71","758,206",1
TN GEORGIA,30130HVRGR2200P,2022,13117130512,34.16424,-84.16231,"32,565.00","32,565.00","301,053,047,500",1
FIELDALE FARMS TOCCOA PROTIEN CONVERSON FACILITY,30577FLDLFGA145,2022,13257970402,34.51004,-83.278073,"32,186.00","782,144.00","457,524",1
FRITO-LAY INC.  - PERRY PLANT,31047FRTLY1200H,2022,13153021501,32.452279,-83.599356,"32,000.00","64,818.00","20,160",1
PRINTPACK INC.,3018WPRNTP285AN,2021,13045910106,33.73916,-84.95999,"31,968.00","45,194.00","607,392",1
INTERFOR US INC BAXLEY DIV,31513RYNRW183GL,2023,13001950202,31.76824,-82.31872,"31,833.36","31,833.36","819,004",1
BEASLEY FOREST PRODUCTS INC.,3153WBSLYF712UV,2023,13161960202,31.90647,-82.56077,"31,679.79","31,681.86","47,013",1
LANGDALE FOREST PRODUCTS CO.,31601LNGDL1202M,2022,13185011402,30.8163,-83.27578,"31,582.51","31,582.51","5,685",1
BONNELL ALUMINUM INC.,30263WLLML25BON,2021,13077170701,33.379838,-84.821686,"31,384.29","512,388.32","2,871,147",1
INTERFOR U.S. INC. - EATONTON DIV,31024RYNRT370DE,2023,13237960302,33.24159,-83.36011,"31,272.48","31,284.56","182,432",1
INTERNATIONAL MARBLE LLC,30188NTLMR304BE,2022,-,34.12214,-84.51206,"31,069.00","31,069.00","108,742",1
DARLING INGREDIENTS INC.,3102WGRFFN58HIG,2022,13175951001,32.54913,-82.8584,"31,066.00","96,087.00","19,572",1
CHEMICAL PRODUCTS CORP,30120CHMCLTENNE,2022,-,34.15091,-84.78595,"30,981.33","4,636,845.73","40,630,068",1
LANGDALE FOREST PRODUCTS CO.,31601LNGDL1202M,2021,13185011402,30.8163,-83.27578,"30,833.66","30,833.66","5,550",1
PANASONIC ENERGY CORP OF AMERICA LITHIUM DIV,31907MTSSH0NEPA,2022,13215010605,32.49762,-84.88004,"30,774.00","169,599.00","369,288,000",1
PILGRIM'S PRIDE DOUGLAS PROCESSING PLANT,31533GLDNPMCNEA,2023,13069010401,31.52608,-82.848551,"30,715.00","398,805.00","50,713,014",1
INTERFOR - THOMASTON DIV,3028WNTRFR75BEN,2022,-,32.929923,-84.277864,"30,638.02","30,638.02","510,591",1
ZEP COMMERCIAL,30137NFRCR350JO,2023,13015960805,34.12689,-84.75131,"30,580.00","154,285.00","3,475,264",1
INTERNATIONAL MARBLE LLC,30188NTLMR304BE,2021,-,34.12214,-84.51206,"30,337.00","30,337.00","106,180",1
PILGRIM'S PRIDE GAINESVILLE PROCESSING PLANT,30501CNGRP949IN,2022,13139001101,34.28352,-83.82795,"30,137.00","254,864.00","42,192,940",1
OLDCASTLE INFRASTRUCTURE - ACWORTH,3010WLDCST3NEWB,2022,-,34.05705,-84.63786,"30,124.50","30,124.50","754,376",1
LANGDALE FOREST PRODUCTS CO.,31601LNGDL1202M,2023,13185011402,30.8163,-83.27578,"29,675.13","29,675.13","5,342",1
CLAXTON POULTRY FARMS,30417CLXTNPOBOX,2022,13109970300,32.18209,-81.89071,"29,438.00","29,438.00","114,386,675",1
GEORGIA-PACIFIC MADISON GA PLYWOOD,30650GRGPC4891M,2022,13211010302,33.61038,-83.43236,"29,198.21","41,581.21","5,256",1
SOUTHWIRE CO NORTH CAMPUS,30117CBSRC5152C,2021,13045910503,33.60716,-85.10418,"28,862.40","68,886.40","156,406,895",1
GEORGIA-PACIFIC MADISON GA PLYWOOD,30650GRGPC4891M,2021,13211010302,33.61038,-83.43236,"28,830.05","40,762.00","5,189",1
HYDRO EXTRUSION USA LLC,30501NDLXT2905O,2022,13139001102,34.2523,-83.8558,"28,741.69","525,171.07","14,230,139,312",1
TYSON POULTRY INC.  RIVER VALLEY INGREDIENTS CUMMING,30130GRGPRROUTE,2021,13117130101,34.281587,-84.058034,"28,537.00","4,242,675.00","29,379,853",1
TN GEORGIA,30130HVRGR2200P,2021,13117130512,34.16424,-84.16231,"28,444.00","28,444.00","252,016,304,000",1
GEORGIA-PACIFIC MADISON GA PLYWOOD,30650GRGPC4891M,2023,13211010302,33.61038,-83.43236,"28,300.00","39,300.00","5,094",1
MOLSON COORS BEVERAGE CO USA LLC,31708MLLRB405CO,2022,13095011200,31.5933,-84.08805,"27,820.69","27,820.69","29,207",1
JOHNS MANVILLE,30680MNVLLINDUS,2022,13013180107,33.99247,-83.77271,"27,546.00","27,796.00","153,982,140,000",1
A & L SHIELDING INC.,30161LSHLD268OL,2022,13115001800,34.21169,-85.17554,"27,504.00","9,870.00","632,592,000",1
SHAW IND INC PLANT RP,30736SLMCRI75AT,2021,13047030100,34.866823,-85.116569,"27,439.00","127,380.00","2,743,900",1
BETTER WAY PRODUCTS,31601RBLBT6GILH,2023,13185011402,30.804087,-83.277491,"27,377.00","27,377.00","95,820",1
PROFILE CUSTOM EXTRUSIONS LLC,30161LCNBLANDER,2023,13115002100,34.20611,-85.19121,"27,195.00","34,830.00","951,825",1
PPG ARCHITECTURAL FINISHES EAST POINT,30344PPGND1377O,2023,13121011100,33.6891,-84.4326,"26,572.80","478,318.10","2,445,089",1
